#chrom	start	end	strand	gene	gene_id	transcripts
chr20	44841650	44842590	-	PGBD4P2	PGBD4P2	1
chr20	44885704	44908532	+	YWHAB	YWHAB	3
chr20	44910059	44939316	+	PABPC1L	PABPC1L	5
chr20	44942129	44960397	-	TOMM34	TOMM34	3
chr20	44955215	44959537	+	LOC124904912	LOC124904912	1
chr20	44963793	44966458	-	STK4-DT	STK4-DT	1
chr20	44966511	45080021	+	STK4	STK4	10
chr20	45091213	45101127	-	KCNS1	KCNS1	2
chr20	45109462	45116319	-	WFDC5	WFDC5	4
chr20	45123424	45124465	-	WFDC12	WFDC12	1
chr20	45137437	45139029	-	LOC101929863	LOC101929863	2
chr20	45174901	45176544	+	PI3	PI3	1
chr20	45179817	45190904	+	LINC02597	LINC02597	10
chr20	45207032	45209768	+	SEMG1	SEMG1	1
chr20	45221372	45224458	+	SEMG2	SEMG2	1
chr20	45230836	45290352	+	LOC105372630	LOC105372630	6
chr20	45239367	45249048	-	LOC124904913	LOC124904913	1
chr20	45252238	45254564	-	SLPI	SLPI	1
chr20	45293449	45308684	-	MATN4	MATN4	9
chr20	45306839	45317824	+	RBPJL	RBPJL	4
chr20	45322360	45322433	+	TRV-CAC14-1	TRV-CAC14-1	1
chr20	45325287	45348424	-	SDC4	SDC4	2
chr20	45361948	45376798	+	SYS1	SYS1	3
chr20	45362355	45363368	-	LOC124904914	LOC124904914	1
chr20	45363168	45410610	+	SYS1-DBNDD2	SYS1-DBNDD2	1
chr20	45372556	45378325	-	TP53TG5	TP53TG5	2
chr20	45388346	45388705	-	NDUFB4P10	NDUFB4P10	1
chr20	45394487	45407889	-	LOC107985404	LOC107985404	5
chr20	45405992	45410610	+	DBNDD2	DBNDD2	9
chr20	45410574	45418383	-	LOC107985405	LOC107985405	1
chr20	45416140	45426241	+	PIGT	PIGT	9
chr20	45425509	45425573	+	MIR6812	MIR6812	1
chr20	45427421	45448581	+	LOC105372631	LOC105372631	1
chr20	45469752	45481532	+	WFDC2	WFDC2	1
chr20	45487611	45540387	+	LOC107987282	LOC107987282	1
chr20	45490817	45491671	-	RPL5P2	RPL5P2	1
chr20	45512460	45515622	-	SPINT3	SPINT3	1
chr20	45534195	45539482	-	WFDC6	WFDC6	1
chr20	45536279	45547401	-	EPPIN-WFDC6	EPPIN-WFDC6	1
chr20	45539974	45540286	-	HSPD1P21	HSPD1P21	1
chr20	45540625	45547401	-	EPPIN	EPPIN	2
chr20	45551151	45579284	-	WFDC8	WFDC8	3
chr20	45559757	45559876	-	RNA5SP485	RNA5SP485	1
chr20	45567803	45569007	-	CCNB1IP1P2	CCNB1IP1P2	1
chr20	45607938	45631284	-	WFDC9	WFDC9	1
chr20	45629738	45631196	+	WFDC10A	WFDC10A	2
chr20	45640451	45641393	-	RPS2P7	RPS2P7	1
chr20	45648562	45670239	-	WFDC11	WFDC11	2
chr20	45684650	45705019	-	WFDC10B	WFDC10B	2
chr20	45702037	45708817	+	WFDC13	WFDC13	1
chr20	45705101	45705180	-	MIR3617	MIR3617	1
chr20	45722346	45725830	+	SPINT4	SPINT4	1
chr20	45745373	45746204	-	HNRNPA1P3	HNRNPA1P3	1
chr20	45749919	45750074	+	SPINT5P	SPINT5P	1
chr20	45762060	45767580	+	LOC124904915	LOC124904915	1
chr20	45774212	45791883	-	WFDC3	WFDC3	2
chr20	45778697	45778822	+	RNU6ATAC38P	RNU6ATAC38P	1
chr20	45791953	45811418	+	DNTTIP1	DNTTIP1	2
chr20	45812643	45816952	+	UBE2C	UBE2C	8
chr20	45823213	45833306	-	TNNC2	TNNC2	2
chr20	45833798	45843276	+	SNX21	SNX21	9
chr20	45841720	45857392	-	ACOT8	ACOT8	5
chr20	45857613	45879122	+	ZSWIM3	ZSWIM3	2
chr20	45880919	45885266	+	ZSWIM1	ZSWIM1	4
chr20	45886490	45891016	-	SPATA25	SPATA25	2
chr20	45888633	45891208	-	NEURL2	NEURL2	2
chr20	45891334	45898820	+	CTSA	CTSA	4
chr20	45898619	45912155	-	PLTP	PLTP	4
chr20	45933493	45935071	-	LOC107985388	LOC107985388	1
chr20	45934682	45948020	+	PCIF1	PCIF1	6
chr20	45948659	45972203	-	ZNF335	ZNF335	7
chr20	45975116	45976268	-	FTLP1	FTLP1	1
chr20	46008907	46016561	+	MMP9	MMP9	1
chr20	46013501	46022073	-	SLC12A5-AS1	SLC12A5-AS1	1
chr20	46021685	46060150	+	SLC12A5	SLC12A5	2
chr20	46060990	46089962	-	NCOA5	NCOA5	5
chr20	46099474	46100194	+	RPL13P2	RPL13P2	1
chr20	46118313	46129858	+	CD40	CD40	13
chr20	46173738	46308498	-	CDH22	CDH22	6
chr20	46201126	46212772	+	LOC124904916	LOC124904916	2
chr20	46345983	46364425	-	SLC35C2	SLC35C2	38
chr20	46364538	46398019	+	LOC124904917	LOC124904917	3
chr20	46366049	46406615	-	ELMO2	ELMO2	7
chr20	46406778	46444971	+	LOC105372633	LOC105372633	1
chr20	46456492	46457643	-	ZNF663P	ZNF663P	1
chr20	46462312	46513559	-	ZNF334	ZNF334	25
chr20	46463659	46465292	-	MKRN7P	MKRN7P	1
chr20	46490939	46492292	+	ZNF840P	ZNF840P	1
chr20	46540945	46550654	-	OCSTAMP	OCSTAMP	1
chr20	46557827	46684485	-	SLC13A3	SLC13A3	5
chr20	46684364	46689444	-	TP53RK	TP53RK	1
chr20	46708319	46736347	+	SLC2A10	SLC2A10	10
chr20	46740061	46742275	+	LOC124904918	LOC124904918	1
chr20	46765302	46771370	-	LOC124904919	LOC124904919	1
chr20	46859332	46859672	+	RN7SKP33	RN7SKP33	1
chr20	46863544	46864098	-	RPL13P14	RPL13P14	1
chr20	46894842	47188844	+	EYA2	EYA2	5
chr20	46900387	46901748	-	LOC101927355	LOC101927355	1
chr20	46997710	46998477	+	GAPDHP54	GAPDHP54	1
chr20	47160800	47161700	-	RPS2P54	RPS2P54	1
chr20	47166966	47167058	+	MIR3616	MIR3616	1
chr20	47209213	47356699	-	ZMYND8	ZMYND8	20
chr20	47318501	47320754	+	LOC100131496	LOC100131496	1
chr20	47352560	47354633	+	LOC101927377	LOC101927377	1
chr20	47382765	47412144	-	LINC01754	LINC01754	3
chr20	47478213	47479010	-	RPL35AP	RPL35AP	1
chr20	47484277	47484381	-	RNU6-497P	RNU6-497P	1
chr20	47492977	47493085	-	RNU6-563P	RNU6-563P	1
chr20	47501886	47656872	+	NCOA3	NCOA3	4
chr20	47630764	47631438	-	LOC100419565	LOC100419565	1
chr20	47657405	47786627	-	SULF2	SULF2	18
chr20	47774089	47779654	+	LOC124904922	LOC124904922	1
chr20	47785753	47786885	+	LOC124904920	LOC124904920	1
chr20	47787339	47797249	-	LOC124904921	LOC124904921	1
chr20	47792134	47799871	+	LOC107985401	LOC107985401	1
chr20	47826968	47827044	-	RNU7-173P	RNU7-173P	1
chr20	47840983	47843269	-	LOC105372636	LOC105372636	2
chr20	47859716	47860959	+	SRMP1	SRMP1	1
chr20	47873190	47873273	+	RNA5SP486	RNA5SP486	1
chr20	47904347	47904423	+	RNU7-92P	RNU7-92P	1
chr20	47950809	47961243	+	LOC105372637	LOC105372637	6
chr20	47980092	47990117	-	LINC01522	LINC01522	1
chr20	47983225	47984313	+	LINC01523	LINC01523	1
chr20	47987057	48021063	+	LOC107985436	LOC107985436	6
chr20	48015179	48024208	-	LOC107985437	LOC107985437	1
chr20	48025218	48066291	+	LOC105372639	LOC105372639	8
chr20	48057361	48065887	-	LOC124904923	LOC124904923	2
chr20	48120275	48126814	+	LOC105372640	LOC105372640	1
chr20	48192321	48202756	+	LOC105372641	LOC105372641	4
chr20	48275846	48282197	+	LOC124904924	LOC124904924	1
chr20	48359910	48370638	+	LINC00494	LINC00494	1
chr20	48394180	48399963	+	LOC105372643	LOC105372643	4
chr20	48471341	48473330	+	LOC105372645	LOC105372645	1
chr20	48475950	48482965	-	LOC107985439	LOC107985439	1
chr20	48494233	48494309	-	RNU7-144P	RNU7-144P	1
chr20	48498064	48499973	+	LOC105372647	LOC105372647	1
chr20	48526353	48563624	-	LOC105372646	LOC105372646	1
chr20	48624251	48888185	-	PREX1	PREX1	6
chr20	48921710	49036693	+	ARFGEF2	ARFGEF2	3
chr20	49038357	49038609	-	SNAP23P1	SNAP23P1	1
chr20	49040462	49046056	-	CSE1L-DT	CSE1L-DT	2
chr20	49046311	49096949	+	CSE1L	CSE1L	4
chr20	49113338	49219295	-	STAU1	STAU1	28
chr20	49134450	49135297	+	ARPC3P1	ARPC3P1	1
chr20	49219415	49244073	+	DDX27	DDX27	2
chr20	49245899	49278057	-	ZNFX1	ZNFX1	1
chr20	49278177	49289260	+	ZFAS1	ZFAS1	5
chr20	49278944	49279023	+	SNORD12C	SNORD12C	1
chr20	49280312	49280415	+	SNORD12B	SNORD12B	1
chr20	49280682	49280772	+	SNORD12	SNORD12	1
chr20	49310516	49311285	-	LOC124904925	LOC124904925	1
chr20	49330333	49439020	+	LOC105372649	LOC105372649	2
chr20	49363876	49483362	-	KCNB1	KCNB1	2
chr20	49503873	49568137	-	PTGIS	PTGIS	2
chr20	49568043	49571934	+	LOC101927486	LOC101927486	1
chr20	49594569	49603638	+	LOC105372651	LOC105372651	2
chr20	49629783	49632196	-	LOC124904926	LOC124904926	1
chr20	49632944	49713878	-	B4GALT5	B4GALT5	3
chr20	49721948	49722247	+	RN7SL197P	RN7SL197P	1
chr20	49729571	49729939	-	SNRPFP1	SNRPFP1	1
chr20	49764656	49775371	-	LOC105372652	LOC105372652	4
chr20	49794810	49794914	+	RNU6-919P	RNU6-919P	1
chr20	49812827	49892242	+	SLC9A8	SLC9A8	19
chr20	49827995	49828052	+	RNU7-72P	RNU7-72P	1
chr20	49829101	49831365	+	LOC100421569	LOC100421569	1
chr20	49863858	49863953	+	MIR12122	MIR12122	1
chr20	49903390	49915529	-	SPATA2	SPATA2	5
chr20	49915821	49928821	+	LOC105372653	LOC105372653	1
chr20	49936396	49953885	+	RNF114	RNF114	1
chr20	49940295	49940400	-	LOC124904976	LOC124904976	1
chr20	49956698	49958087	+	KRT18P4	KRT18P4	1
chr20	49972105	49972212	+	RNU6-147P	RNU6-147P	1
chr20	49982979	49988886	+	SNAI1	SNAI1	1
chr20	50029090	50030477	-	LOC105372654	LOC105372654	2
chr20	50040706	50041629	-	TRERNA1	TRERNA1	1
chr20	50053014	50057564	-	LOC105372655	LOC105372655	2
chr20	50081123	50153723	-	PEDS1-UBE2V1	PEDS1-UBE2V1	1
chr20	50081123	50115957	-	UBE2V1	UBE2V1	19
chr20	50118253	50153723	-	PEDS1	PEDS1	3
chr20	50143728	50143893	+	LOC124904927	LOC124904927	1
chr20	50162411	50166200	-	LINC01275	LINC01275	4
chr20	50172569	50176671	+	LINC01273	LINC01273	1
chr20	50184602	50192069	-	CEBPB-AS1	CEBPB-AS1	1
chr20	50190582	50192690	+	CEBPB	CEBPB	3
chr20	50238453	50247491	-	LOC107985386	LOC107985386	1
chr20	50252673	50264246	+	LOC105372656	LOC105372656	1
chr20	50267477	50279788	+	PELATON	PELATON	2
chr20	50292719	50314919	+	LINC01270	LINC01270	1
chr20	50310710	50321342	-	LINC01271	LINC01271	1
chr20	50350697	50368866	+	LOC105372657	LOC105372657	2
chr20	50385625	50387670	-	LOC124904928	LOC124904928	1
chr20	50429189	50429483	-	RN7SL636P	RN7SL636P	1
chr20	50479692	50480105	+	COX6CP2	COX6CP2	1
chr20	50510382	50585241	+	PTPN1	PTPN1	2
chr20	50557681	50557997	-	RN7SL672P	RN7SL672P	1
chr20	50585785	50585879	+	MIR645	MIR645	1
chr20	50586107	50691542	-	RIPOR3	RIPOR3	14
chr20	50614635	50614785	-	MIR1302-5	MIR1302-5	1
chr20	50620725	50621124	+	RPL36P2	RPL36P2	1
chr20	50645470	50660291	+	RIPOR3-AS1	RIPOR3-AS1	1
chr20	50667212	50674420	+	LOC105372659	LOC105372659	5
chr20	50731579	50753741	+	PARD6B	PARD6B	1
chr20	50794893	50882676	+	BCAS4	BCAS4	7
chr20	50840218	50840824	-	TMSB4XP6	TMSB4XP6	1
chr20	50866491	50876011	-	LOC124904929	LOC124904929	4
chr20	50888917	50931437	-	ADNP	ADNP	12
chr20	50913714	50914595	+	PSMD10P1	PSMD10P1	1
chr20	50930983	50945134	+	ADNP-AS1	ADNP-AS1	3
chr20	50934854	50958564	-	DPM1	DPM1	7
chr20	50958817	50963929	+	MOCS3	MOCS3	1
chr20	51003655	51023107	-	KCNG1	KCNG1	11
chr20	51117389	51143022	+	LOC105372661	LOC105372661	4
chr20	51119641	51124876	-	LOC105372662	LOC105372662	1
chr20	51130703	51131743	-	RPSAP1	RPSAP1	1
chr20	51345797	51354226	-	LOC124904930	LOC124904930	1
chr20	51366434	51396989	+	LOC105372663	LOC105372663	2
chr20	51386962	51562839	-	NFATC2	NFATC2	12
chr20	51452904	51452977	-	MIR3194	MIR3194	1
chr20	51596513	51768390	-	ATP9A	ATP9A	1
chr20	51734539	51735064	+	LOC100419570	LOC100419570	1
chr20	51782330	51802521	-	SALL4	SALL4	3
chr20	51831796	51862913	-	LINC01429	LINC01429	1
chr20	51902290	51902395	+	RNU6-347P	RNU6-347P	1
chr20	51904968	51905030	+	RNU7-6P	RNU7-6P	1
chr20	52076708	52096481	+	LOC105372664	LOC105372664	2
chr20	52084010	52191779	-	ZFP64	ZFP64	13
chr20	52110146	52111196	-	ERP29P1	ERP29P1	1
chr20	52210642	52694155	+	LOC105372666	LOC105372666	4
chr20	52443361	52444568	-	LOC107985427	LOC107985427	1
chr20	52469240	52471659	-	LOC105372667	LOC105372667	1
chr20	52488058	52500591	-	LOC124904931	LOC124904931	1
chr20	52511298	52511550	+	MRPS33P4	MRPS33P4	1
chr20	52601798	52601876	-	TRI-AAT12-1	TRI-AAT12-1	1
chr20	52610065	52619168	-	LOC105372665	LOC105372665	3
chr20	52620837	52650426	+	LINC01524	LINC01524	1
chr20	52660096	52661792	+	LOC105376985	LOC105376985	1
chr20	52840943	52895426	-	LOC105372668	LOC105372668	2
chr20	52890156	52890384	+	RPL36P1	RPL36P1	1
chr20	52954561	52957239	-	LOC124904932	LOC124904932	1
chr20	52972357	53495330	+	TSHZ2	TSHZ2	10
chr20	53097652	53097897	+	RN7SKP184	RN7SKP184	1
chr20	53397667	53401319	-	LOC105372670	LOC105372670	1
chr20	53421191	53421678	+	PPIAP10	PPIAP10	1
chr20	53431970	53469035	-	LOC105372669	LOC105372669	5
chr20	53516917	53525310	-	LOC105372671	LOC105372671	1
chr20	53552769	53575308	+	LOC101927770	LOC101927770	1
chr20	53567070	53597702	-	ZNF217	ZNF217	13
chr20	53608353	53634590	+	LOC105372672	LOC105372672	1
chr20	53668697	53668757	-	RNU7-14P	RNU7-14P	1
chr20	53736762	53741800	+	LOC124904933	LOC124904933	1
chr20	53845482	53853705	+	LOC124904934	LOC124904934	4
chr20	53863576	53866164	-	LOC124904935	LOC124904935	1
chr20	53874497	53875709	-	SUMO1P1	SUMO1P1	1
chr20	53940384	53943581	+	LOC124904936	LOC124904936	2
chr20	53943540	54070594	-	BCAS1	BCAS1	19
chr20	54068407	54068485	-	MIR4756	MIR4756	1
chr20	54143537	54173986	-	CYP24A1	CYP24A1	9
chr20	54178293	54189852	+	LOC105372675	LOC105372675	1
chr20	54206945	54208041	-	LOC124904937	LOC124904937	2
chr20	54208086	54219961	+	PFDN4	PFDN4	4
chr20	54228904	54232911	+	LOC107985385	LOC107985385	1
chr20	54475592	54651169	+	DOK5	DOK5	5
chr20	54859687	54859812	-	RNU4ATAC7P	RNU4ATAC7P	1
chr20	55074555	55075178	+	RPL12P4	RPL12P4	1
chr20	55420335	55427197	-	LINC01441	LINC01441	1
chr20	55423042	55426791	+	LINC01440	LINC01440	1
chr20	55577459	55637463	-	LOC105372676	LOC105372676	2
chr20	55664776	55745031	-	LOC107984001	LOC107984001	2
chr20	55803899	55829691	+	LOC105372677	LOC105372677	1
chr20	55852507	55858371	+	LOC105372678	LOC105372678	2
chr20	55997356	56005519	-	CBLN4	CBLN4	1
chr20	56101773	56103602	+	LOC105376989	LOC105376989	1
chr20	56142462	56169781	-	LOC105372680	LOC105372680	2
chr20	56205051	56205173	-	RNA5SP487	RNA5SP487	1
chr20	56248731	56249815	+	MC3R	MC3R	1
chr20	56358973	56368663	+	FAM210B	FAM210B	1
chr20	56369389	56392215	-	AURKA	AURKA	13
chr20	56392378	56406362	+	CSTF1	CSTF1	4
chr20	56412035	56460382	+	CASS4	CASS4	5
chr20	56459234	56459632	-	RPL39P	RPL39P	1
chr20	56468626	56519449	+	RTF2	RTF2	6
chr20	56475642	56475745	+	LOC124904979	LOC124904979	1
chr20	56491491	56525925	-	GCNT7	GCNT7	1
chr20	56524743	56533590	+	FAM209A	FAM209A	3
chr20	56533245	56536520	+	FAM209B	FAM209B	1
chr20	56553917	56555611	+	LOC124904971	LOC124904971	1
chr20	56577562	56596126	+	LINC01716	LINC01716	1
chr20	56601647	56602114	+	RPS4XP3	RPS4XP3	1
chr20	56629305	56639283	+	TFAP2C	TFAP2C	1
chr20	56667429	56667531	+	RNU6-1146P	RNU6-1146P	1
chr20	56688400	56688695	+	RN7SL170P	RN7SL170P	1
chr20	56701344	56701514	-	PTMAP6	PTMAP6	1
chr20	56785981	56786087	-	RNU6-929P	RNU6-929P	1
chr20	56974634	56985804	+	LOC105372683	LOC105372683	5
chr20	57115423	57135988	-	LOC105372685	LOC105372685	5
chr20	57158785	57162379	-	LOC105372686	LOC105372686	1
chr20	57168752	57266641	-	BMP7	BMP7	1
chr20	57213695	57215866	+	BMP7-AS1	BMP7-AS1	1
chr20	57266439	57267287	+	LOC112268270	LOC112268270	1
chr20	57274357	57329664	-	LOC105372687	LOC105372687	1
chr20	57321501	57321591	-	MIR4325	MIR4325	1
chr20	57328499	57328893	+	RPL39P39	RPL39P39	1
chr20	57329802	57343993	+	SPO11	SPO11	8
chr20	57351254	57379202	+	RAE1	RAE1	7
chr20	57357428	57358369	-	MTND1P9	MTND1P9	1
chr20	57358371	57358446	-	NMTRL-TAA5-1	NMTRL-TAA5-1	1
chr20	57358432	57359039	-	MTRNR2L3	MTRNR2L3	1
chr20	57376239	57382604	-	LOC124904938	LOC124904938	1
chr20	57384159	57393056	-	RBM38-AS1	RBM38-AS1	1
chr20	57391395	57409333	+	RBM38	RBM38	6
chr20	57434660	57439646	-	LOC124904939	LOC124904939	1
chr20	57460259	57463226	+	LOC105372688	LOC105372688	1
chr20	57487940	57489130	-	HMGB1P1	HMGB1P1	1
chr20	57495964	57525652	-	CTCFL	CTCFL	23
chr20	57528642	57529900	+	LOC124904940	LOC124904940	1
chr20	57546236	57548897	+	LOC124904941	LOC124904941	1
chr20	57561109	57568121	+	PCK1	PCK1	2
chr20	57603851	57620426	-	ZBP1	ZBP1	16
chr20	57648395	57711472	-	PMEPA1	PMEPA1	5
chr20	57710182	57712780	+	NKILA	NKILA	1
chr20	57718673	57729224	+	LOC105372692	LOC105372692	5
chr20	57985898	57999562	-	LOC105372693	LOC105372693	3
chr20	58003903	58004648	+	LINC01742	LINC01742	1
chr20	58097221	58100274	+	HSPD1P19	HSPD1P19	1
chr20	58129529	58133827	+	LOC107987284	LOC107987284	1
chr20	58129598	58159431	-	LOC107985434	LOC107985434	1
chr20	58150901	58161150	+	C20orf85	C20orf85	1
chr20	58164460	58179679	-	LOC105372694	LOC105372694	3
chr20	58216125	58228653	-	ANKRD60	ANKRD60	3
chr20	58232776	58309439	-	PPP4R1L	PPP4R1L	1
chr20	58309714	58367507	+	RAB22A	RAB22A	1
chr20	58389228	58451101	+	VAPB	VAPB	4
chr20	58459100	58515399	-	APCDD1L	APCDD1L	3
chr20	58515378	58619892	+	APCDD1L-DT	APCDD1L-DT	1
chr20	58634771	58635738	+	LINC01711	LINC01711	1
chr20	58640122	58649635	-	LOC107985410	LOC107985410	1
chr20	58651252	58715844	+	STX16-NPEPL1	STX16-NPEPL1	1
chr20	58651282	58679526	+	STX16	STX16	8
chr20	58689130	58715844	+	NPEPL1	NPEPL1	3
chr20	58717594	58719231	+	LOC124904942	LOC124904942	1
chr20	58741188	58766333	-	PIEZO1P2	PIEZO1P2	1
chr20	58773424	58774811	+	LOC105372695	LOC105372695	1
chr20	58817614	58817694	-	MIR296	MIR296	1
chr20	58818225	58818313	-	MIR298	MIR298	1
chr20	58818917	58850903	-	GNAS-AS1	GNAS-AS1	1
chr20	58839747	58911192	+	GNAS	GNAS	37
chr20	58863755	58888810	-	LOC101927932	LOC101927932	1
chr20	58944945	58967854	-	LOC107985382	LOC107985382	2
chr20	58948088	58948388	-	LOC112268264	LOC112268264	1
chr20	58981255	58995113	+	NELFCD	NELFCD	2
chr20	58995184	59007254	-	CTSZ	CTSZ	1
chr20	59016437	59026654	+	TUBB1	TUBB1	2
chr20	59025474	59032335	-	ATP5F1E	ATP5F1E	1
chr20	59028677	59042846	-	SLMO2-ATP5E	SLMO2-ATP5E	2
chr20	59033144	59042786	-	PRELID3B	PRELID3B	2
chr20	59063449	59064206	+	LOC124904943	LOC124904943	1
chr20	59113074	59113932	+	MRPS16P2	MRPS16P2	1
chr20	59123387	59259113	+	ZNF831	ZNF831	12
chr20	59300610	59325992	+	EDN3	EDN3	10
chr20	59460618	59460837	-	PIEZO1P1	PIEZO1P1	1
chr20	59577508	59847711	+	PHACTR3	PHACTR3	13
chr20	59626463	59628289	-	PHACTR3-AS1	PHACTR3-AS1	1
chr20	59852666	59852728	-	RNU7-141P	RNU7-141P	1
chr20	59863570	59933637	-	SYCP2	SYCP2	12
chr20	59933778	59948680	+	FAM217B	FAM217B	3
chr20	59936662	59940305	-	PPP1R3D	PPP1R3D	1
chr20	59958422	60035934	+	CDH26	CDH26	5
chr20	60055924	60072953	+	LINC02910	LINC02910	4
chr20	60087685	60101387	+	LOC729296	LOC729296	3
chr20	60138491	60322256	+	MIR646HG	MIR646HG	1
chr20	60255790	60287274	+	LOC105372698	LOC105372698	1
chr20	60308473	60308567	+	MIR646	MIR646	1
chr20	60332691	60344117	-	LOC105372697	LOC105372697	3
chr20	60414395	60414872	-	MTCO2P1	MTCO2P1	1
chr20	60469608	60472976	-	LOC101928048	LOC101928048	1
chr20	60473129	60485858	+	LOC124904944	LOC124904944	3
chr20	60478110	60478181	+	MIR4533	MIR4533	1
chr20	60549283	60555660	+	LOC124904945	LOC124904945	2
chr20	60564561	60564625	+	MIR548AG2	MIR548AG2	1
chr20	60750431	60775630	+	LOC105372699	LOC105372699	9
chr20	60804497	60809373	+	LOC105372700	LOC105372700	1
chr20	61079063	61080179	+	LINC01718	LINC01718	1
chr20	61179143	61185188	+	LOC105372701	LOC105372701	1
chr20	61252260	61940617	+	CDH4	CDH4	5
chr20	61433839	61439309	-	LOC105372703	LOC105372703	3
chr20	61717505	61719748	-	LOC100128310	LOC100128310	1
chr20	61953545	61953662	-	MIR1257	MIR1257	1
chr20	61974797	62065881	-	TAF4	TAF4	2
chr20	62000727	62002628	-	LOC105372704	LOC105372704	1
chr20	62037391	62037976	-	RPL17P48	RPL17P48	1
chr20	62064801	62064885	+	MIR3195	MIR3195	1
chr20	62066453	62068535	+	LOC105372705	LOC105372705	1
chr20	62101142	62123684	-	LOC105372706	LOC105372706	4
chr20	62122474	62135374	+	LSM14B	LSM14B	18
chr20	62136732	62143394	-	PSMA7	PSMA7	1
chr20	62143768	62182514	+	SS18L1	SS18L1	11
chr20	62183027	62203568	+	MTG2	MTG2	21
chr20	62214959	62220278	-	HRH3	HRH3	3
chr20	62228242	62236301	+	LOC105369209	LOC105369209	1
chr20	62238520	62296183	+	OSBPL2	OSBPL2	4
chr20	62302895	62308862	+	ADRM1	ADRM1	6
chr20	62309064	62367312	-	LAMA5	LAMA5	8
chr20	62332486	62332557	-	MIR4758	MIR4758	1
chr20	62339973	62348303	+	LOC124904946	LOC124904946	1
chr20	62353009	62356480	+	LAMA5-AS1	LAMA5-AS1	3
chr20	62373814	62378827	-	LOC105372708	LOC105372708	1
chr20	62387102	62388520	+	RPS21	RPS21	1
chr20	62388633	62407285	-	CABLES2	CABLES2	2
chr20	62402231	62406894	-	LOC105372709	LOC105372709	1
chr20	62410236	62427539	-	RBBP8NL	RBBP8NL	1
chr20	62426162	62448624	+	LOC105372710	LOC105372710	9
chr20	62463496	62475995	-	GATA5	GATA5	2
chr20	62480451	62491198	+	LOC105372711	LOC105372711	7
chr20	62494824	62496014	-	LOC124904947	LOC124904947	1
chr20	62534007	62536708	+	LOC105376995	LOC105376995	2
chr20	62543069	62551561	-	CRMA	CRMA	1
chr20	62550452	62570764	+	MIR1-1HG	MIR1-1HG	1
chr20	62554305	62554376	+	MIR1-1	MIR1-1	1
chr20	62564911	62565013	+	MIR133A2	MIR133A2	1
chr20	62572670	62573385	+	RPL7P3	RPL7P3	1
chr20	62595554	62603441	-	LINC02970	LINC02970	2
chr20	62632445	62635914	-	LOC124904948	LOC124904948	1
chr20	62637644	62642337	-	LOC124904949	LOC124904949	1
chr20	62642502	62690740	+	SLCO4A1	SLCO4A1	7
chr20	62648960	62652186	-	SLCO4A1-AS2	SLCO4A1-AS2	2
chr20	62663026	62666621	-	SLCO4A1-AS1	SLCO4A1-AS1	1
chr20	62708835	62762771	+	NTSR1	NTSR1	1
chr20	62774120	62776856	-	LINC00659	LINC00659	2
chr20	62783217	62794281	-	LOC105372716	LOC105372716	5
chr20	62796472	62801729	+	MRGBP	MRGBP	2
chr20	62800626	62805587	-	OGFR-AS1	OGFR-AS1	1
chr20	62804834	62814000	+	OGFR	OGFR	1
chr20	62816212	62841159	+	COL9A3	COL9A3	5
chr20	62841004	62861822	-	TCFL5	TCFL5	14
chr20	62845596	62846191	+	DPH3P1	DPH3P1	1
chr20	62861434	62878966	+	LOC105372717	LOC105372717	3
chr20	62871972	62873280	-	ARF4P2	ARF4P2	1
chr20	62877742	62937904	-	DIDO1	DIDO1	15
chr20	62882805	62882903	-	SNORA117	SNORA117	1
chr20	62938146	62948475	+	GID8	GID8	3
chr20	62952708	62969585	+	SLC17A9	SLC17A9	4
chr20	63005926	63006964	-	BHLHE23	BHLHE23	1
chr20	63009382	63085071	+	LINC01749	LINC01749	1
chr20	63025415	63027756	-	LOC105372718	LOC105372718	1
chr20	63034216	63037028	-	LINC00029	LINC00029	1
chr20	63038010	63053863	+	LINC01056	LINC01056	1
chr20	63095492	63102319	-	HAR1B	HAR1B	2
chr20	63101291	63104386	+	HAR1A	HAR1A	1
chr20	63116235	63121953	+	LOC105372719	LOC105372719	1
chr20	63125279	63130276	-	LOC105376996	LOC105376996	1
chr20	63162849	63167410	-	LOC124904952	LOC124904952	1
chr20	63178499	63178586	+	MIR124-3	MIR124-3	1
chr20	63195428	63216131	-	YTHDF1	YTHDF1	2
chr20	63235904	63240495	+	BIRC7	BIRC7	3
chr20	63238778	63238842	+	MIR3196	MIR3196	1
chr20	63240783	63254921	-	NKAIN4	NKAIN4	12
chr20	63242660	63249334	+	LOC124904950	LOC124904950	1
chr20	63253977	63261615	+	FLJ16779	FLJ16779	1
chr20	63272812	63289790	+	ARFGAP1	ARFGAP1	19
chr20	63286807	63286866	+	MIR4326	MIR4326	1
chr20	63293185	63334806	+	COL20A1	COL20A1	3
chr20	63337354	63337424	+	RNU6-994P	RNU6-994P	1
chr20	63343222	63361349	-	CHRNA4	CHRNA4	3
chr20	63359987	63371177	+	LOC100130587	LOC100130587	1
chr20	63376314	63381890	-	LOC124904953	LOC124904953	1
chr20	63400207	63472655	-	KCNQ2	KCNQ2	14
chr20	63411264	63413350	+	LOC105372724	LOC105372724	1
chr20	63435345	63436091	+	LOC105372721	LOC105372721	1
chr20	63448440	63449390	+	KCNQ2-AS1	KCNQ2-AS1	2
chr20	63488013	63499083	-	EEF1A2	EEF1A2	1
